,ticker,date,time,headline,neg,neu,pos,compound
0,ALLE,2021-04-09,01:14PM,3 Long-Term Payers Announce Dividends,0.0,1.0,0.0,0.0
1,ALLE,2021-04-08,05:00PM,Allegion Declares Quarterly Dividend,0.0,1.0,0.0,0.0
2,ALLE,2021-03-30,08:00AM,Allegion Expands Partnership With CBORD to Support Contactless Mobile IDs on Android Devices For Higher Education Campuses,0.0,0.785,0.215,0.4767
3,ALLE,2021-03-25,05:00PM,"Allegion Schedules Conference Call, Webcast to Announce 2021 First-Quarter Results",0.0,1.0,0.0,0.0
4,ALLE,2021-03-18,11:30AM,Allegion (ALLE) Up 12.1% Since Last Earnings Report: Can It Continue?,0.0,1.0,0.0,0.0
5,ALLE,2021-03-12,07:48AM,Why Allegion (ALLE) Stock Might be a Great Pick,0.0,0.631,0.369,0.6249
6,ALLE,2021-03-09,05:00PM,Allegion to Attend Bank of Americas 2021 Global Industrials Conference,0.0,1.0,0.0,0.0
7,ALLE,2021-03-04,05:00PM,Allegion Closes on Sale of QMI,0.0,1.0,0.0,0.0
8,ALLE,2021-02-20,01:12AM,What Is Allegion plc's (NYSE:ALLE) Share Price Doing?,0.0,0.761,0.239,0.296
9,ALLE,2021-02-16,01:30PM,Allegion PLC (ALLE) Q4 2020 Earnings Call Transcript,0.0,1.0,0.0,0.0
10,ALLE,2021-02-16,08:44AM,Allegion: Q4 Earnings Insights,0.0,1.0,0.0,0.0
11,ALLE,2021-02-16,06:49AM,"Earnings Scheduled For February 16, 2021",0.0,1.0,0.0,0.0
12,ALLE,2021-02-16,06:15AM,Allegion Plc to Host Earnings Call,0.0,1.0,0.0,0.0
13,ALLE,2021-02-16,05:30AM,"Allegion Reports Fourth-Quarter, Full-Year 2020 Financial Results, Provides 2021 Outlook",0.0,1.0,0.0,0.0
14,ALLE,2021-02-15,10:37AM,Allegion Earnings Preview,0.0,1.0,0.0,0.0
15,ALLE,2021-02-11,10:27AM,Allegion (ALLE) to Report Q4 Earnings: What's in the Cards?,0.0,1.0,0.0,0.0
16,ALLE,2021-02-10,04:30PM,Luis Orbegoso Named Allegion Americas Business Leader,0.0,1.0,0.0,0.0
17,ALLE,2021-02-10,12:00PM,"Indiana economy navigated worst of pandemic, but another storm is brewing",0.203,0.797,0.0,-0.3716
18,ALLE,2021-02-10,09:29AM,Kennametal (KMT) Prices $300 Million of 2.80% Senior Notes,0.0,1.0,0.0,0.0
19,ALLE,2021-02-09,05:00PM,Allegion to Attend Barclays Industrial Select Conference 2021,0.0,1.0,0.0,0.0
20,ALLE,2021-02-09,12:30PM,Earnings Preview: Allegion (ALLE) Q4 Earnings Expected to Decline,0.0,1.0,0.0,0.0
21,ALLE,2021-02-09,08:58AM,Schlage® Unveils Refreshed Brand Identity Representing Its Legacy and Commitment to Delivering Home Security and Access Solutions Users Can Trust,0.0,0.615,0.385,0.8402
22,ALLE,2021-02-05,05:00PM,Allegions Board Increases Quarterly Dividend by 13%,0.0,1.0,0.0,0.0
23,ALLE,2021-01-27,02:02PM,"9 Stocks That Will Benefit From Rising Treasury Yields, According to One Analyst",0.0,0.676,0.324,0.5859
24,ALLE,2021-01-19,05:00PM,"Allegion Schedules Conference Call, Webcast to Announce 2020 Fourth-Quarter, Full-Year Results",0.0,1.0,0.0,0.0
25,ALLE,2021-01-19,08:56AM,Here's Why it's Worth Investing in Allegion (ALLE) Stock Now,0.0,0.826,0.174,0.2263
26,ALLE,2021-01-14,11:16PM,Shareholders Are Thrilled That The Allegion (NYSE:ALLE) Share Price Increased 103%,0.0,0.526,0.474,0.7351
27,ALLE,2021-01-08,09:43AM,"Allegion (ALLE) Buys Yonomi, Strengthens Product Offerings",0.0,0.667,0.333,0.4588
28,ALLE,2021-01-06,09:00AM,Allegion Accelerates Vision of Seamless Access with Acquisition of Technology Company Yonomi,0.0,0.846,0.154,0.25
29,ALLE,2020-12-31,09:00AM,Allegion Gives Back to Community Hunger-Relief Efforts in Wake of Ongoing COVID-19 Pandemic,0.0,1.0,0.0,0.0
30,ALLE,2020-12-30,08:32AM,"Fortune Brands (FBHS) Displays Solid Prospects, Risks Persist",0.193,0.459,0.349,0.1779
31,ALLE,2020-12-24,12:00PM,Allegion (ALLE) Moves to Buy: Rationale Behind the Upgrade,0.0,1.0,0.0,0.0
32,ALLE,2020-12-21,03:33PM,Is ALLE A Good Stock To Buy According To Hedge Funds?,0.0,0.756,0.244,0.4404
33,ALLE,2020-12-11,10:40AM,Here's Why You Should Consider Betting on Fortune Brands (FBHS),0.0,1.0,0.0,0.0
34,ALLE,2020-12-09,11:03PM,"Allegion plc (NYSE:ALLE) Passed Our Checks, And It's About To Pay A US$0.32 Dividend",0.104,0.896,0.0,-0.1027
35,ALLE,2020-12-09,09:25AM,Fortune Brands (FBHS) Announces Quarterly Dividend Hike of 8%,0.0,1.0,0.0,0.0
36,ALLE,2020-12-08,11:29PM,Should You Be Excited About Allegion plc's (NYSE:ALLE) 36% Return On Equity?,0.0,0.821,0.179,0.34
37,ALLE,2020-12-08,07:45AM,Allegion Announces Tim Eckersley as Leader of Allegion International,0.0,1.0,0.0,0.0
38,ALLE,2020-12-02,05:00PM,Allegion Declares Quarterly Dividend,0.0,1.0,0.0,0.0
39,ALLE,2020-11-25,11:48AM,Here's Why You Should Invest in Allegion (ALLE) Stock Now,0.0,1.0,0.0,0.0
40,ALLE,2020-11-21,11:30AM,Allegion (ALLE) Up 10.8% Since Last Earnings Report: Can It Continue?,0.0,1.0,0.0,0.0
41,ALLE,2020-11-19,12:00PM,Allegion (ALLE) Upgraded to Strong Buy: What Does It Mean for the Stock?,0.0,0.784,0.216,0.5106
42,ALLE,2020-11-18,09:49AM,"Fortune Brands (FBHS) to Acquire LARSON, Renames Segment",0.0,1.0,0.0,0.0
43,ALLE,2020-11-11,03:20PM,"BofA Issues 2 Industrial Upgrades, 2 Downgrades As Coronavirus Narrative Shifts",0.0,1.0,0.0,0.0
44,ALLE,2020-11-09,12:45PM,Here is Why Growth Investors Should Buy Allegion (ALLE) Now,0.0,0.776,0.224,0.3818
45,ALLE,2020-11-06,09:21AM,4 Security Service Stocks Gain Despite Coronavirus Mayhem,0.0,0.463,0.537,0.7003
46,ALLE,2020-10-29,07:30AM,"MRC Global (MRC) Q3 Earnings Beat, Revenues Decline Y/Y",0.0,1.0,0.0,0.0
47,ALLE,2020-10-28,05:00PM,Allegion Appoints Dev Vardhan to Board of Directors,0.0,1.0,0.0,0.0
48,ALLE,2020-10-27,05:00PM,Allegion to Attend Bairds 2020 Global Industrial Conference,0.0,1.0,0.0,0.0
49,ALLE,2020-10-22,01:30PM,Allegion PLC (ALLE) Q3 2020 Earnings Call Transcript,0.0,1.0,0.0,0.0
50,ALLE,2020-10-22,10:34AM,Allegion (ALLE) Earnings & Revenues Surpass Estimates in Q3,0.0,1.0,0.0,0.0
51,ALLE,2020-10-22,07:30AM,Allegion (ALLE) Q3 Earnings and Revenues Beat Estimates,0.0,1.0,0.0,0.0
52,ALLE,2020-10-22,07:23AM,Allegion: Q3 Earnings Insights,0.0,1.0,0.0,0.0
53,ALLE,2020-10-22,05:30AM,Allegion Reports Third-Quarter 2020 Financial Results; Raises Full-Year EPS Outlook,0.0,1.0,0.0,0.0
54,ALLE,2020-10-21,10:10AM,Earnings Outlook For Allegion,0.0,1.0,0.0,0.0
55,ALLE,2020-10-21,08:33AM,Why Allegion (ALLE) Might Surprise This Earnings Season,0.0,0.769,0.231,0.2732
56,ALLE,2020-10-20,08:56AM,5 Industrial Products Stocks to Report Earnings Surprise in Q3,0.0,0.792,0.208,0.2732
57,ALLE,2020-10-20,08:32AM,Allegion (ALLE) to Report Q3 Earnings: Is a Beat in Store?,0.0,1.0,0.0,0.0
58,ALLE,2020-10-20,08:00AM,"University of Tennessee, Knoxville, Allegion, and CBORD improve student experience with contactless mobile IDs on Apple devices",0.0,0.847,0.153,0.4404
59,ALLE,2020-10-19,12:10PM,Why Allegion (ALLE) is Poised to Beat Earnings Estimates Again,0.0,0.818,0.182,0.25
60,ALLE,2020-10-17,03:46AM,Allegion U.S. Holding Company Inc. -- Moody's announces completion of a periodic review of ratings of Allegion plc,0.0,1.0,0.0,0.0
61,ALLE,2020-10-14,12:00PM,Allegion (ALLE) Upgraded to Buy: Here's What You Should Know,0.0,1.0,0.0,0.0
62,ALLE,2020-10-10,08:03AM,What Can We Make Of Allegion's (NYSE:ALLE) CEO Compensation?,0.0,1.0,0.0,0.0
63,ALLE,2020-09-30,12:17PM,Amazon Palm Scan System Could Threaten Security Hardware Vendors,0.205,0.472,0.323,0.128
64,ALLE,2020-09-24,05:00PM,"Allegion Schedules Conference Call, Webcast to Announce 2020 Third-Quarter Results",0.0,1.0,0.0,0.0
65,ALLE,2020-09-18,09:31AM,"Allegion (ALLE) Displays Bright Prospects, Headwinds Persist",0.0,0.495,0.505,0.6249
66,ALLE,2020-09-16,03:21PM,Is Allegion plc (ALLE) Going to Burn These Hedge Funds?,0.0,1.0,0.0,0.0
67,ALLE,2020-09-10,08:54AM,Here's Why You Should Avoid Betting on Allegion (ALLE) Now,0.196,0.804,0.0,-0.296
68,ALLE,2020-09-10,06:53AM,"Allegion plc (NYSE:ALLE) Passed Our Checks, And It's About To Pay A US$0.32 Dividend",0.104,0.896,0.0,-0.1027
69,ALLE,2020-09-08,05:00PM,Allegion to Attend 2020 Morgan Stanley Virtual Laguna Conference,0.0,1.0,0.0,0.0
